,CAPÍTULO I  FILIPA GUIMARÃES,SENTIMENTO GLOBAL,SENTIMENTO POSITIVO,TERMOS/EXPRESSÕES  POSITIVOS,SENTIMENTO NEGATIVO,TERMOS/EXPRESSÕES  NEGATIVOS
801,Encheu-se o coração de Teresa de amargura e nojo naquelas duas horas de vida conventual.,Negativo,0,0,1,"""[...] amargura e nojo [...]"""
802,Ignorava ela que o mundo tinha daquilo.,Neutro,0,0,0,0
803,"Ouvira falar dos mosteiros como um refúgio da virtude, da inocência e das esperanças que não morrem.",Neutro,0,0,0,0
804,"Algumas cartas que lera da sua tia, prelada em Monchique, e por elas formara conceito do que devia ser uma santa.",Neutro,0,0,0,0
805,"Daquelas mesmas dominicanas, em cuja casa estava, ouvira dizer às velhas e devotas fidalgas de Viseu virtudes, maravilhas de caridade, e até milagres.",Neutro,0,0,0,0
806,"Que desilusão tão triste e ao mesmo tempo, que ânsia de fugir dali!",Negativo,0,0,1,"""Que desilusão tão triste [...]"""
807,"A cama de Teresa estava na mesma cela da prioresa, em alcova separada, com cortinas de cassa.",Neutro,0,0,0,0
808,"Quando a prelada disse-lhe que se podia deitar, querendo, perguntou-lhe a menina se poderia escrever ao pai.",Neutro,0,0,0,0
809,A freira respondeu que no dia seguinte o faria.,Neutro,0,0,0,0
810,"Uma vez que o senhor Albuquerque ordenou que a sua filha não escrevesse; assim mesmo, jurou ela que lho não proibiria, se tivesse tinteiro e papel na cela.",Neutro,0,0,0,0
811,"Teresa deitou-se, e a prelada ajoelhou-se diante de um oratório, rezando a meia-voz.",Neutro,0,0,0,0
812,"Se o murmúrio da oração enfadasse a hóspede, não teria ela muita razão de queixa, porque a devota monja, ao segundo padre-nosso, começou a cabecear de modo que já não atinou com a primeira ave-maria.",Neutro,0,0,0,0
813,"Levantou-se fazendo uma vénia às imagens do santuário, foi deitar-se, e começou a ressonar.",Neutro,0,0,0,0
814,"Teresa afastou subtilmente as cortinas do quarto, e tirou dentro do seu fato o tinteiro e o papel.",Neutro,0,0,0,0
815,"A lâmpada do oratório lançava um frouxo raio sobre a cadeira, em que Teresa pusera a roupa.",Neutro,0,0,0,0
816,"Desceu da cama, ajoelhou ao pé da cadeira, e escreveu a Simão, relatando-lhe miudamente os sucessos daquele dia.",Neutro,0,0,0,0
817,"A carta rematava assim: Não receies nada por mim, Simão.",Neutro,0,0,0,0
818,"Todos estas penas me parecem leves, se as compararcom as que tens padecido por amor a mim.",Neutro,0,0,0,0
819,"A desgraça não abala a minha firmeza, nem deve intimidar os teus projetos.",Neutro,0,0,0,0
820,"São alguns dias de tempestade, e mais nada.",Neutro,0,0,0,0
821,"Qualquer nova resolução que o meu pai tome dir-ta-ei logo, podendo, ou quando puder.",Neutro,0,0,0,0
822,A falta das minhas notícias deves atribuí-la sempre ao impossível.,Neutro,0,0,0,0
823,"Ama-me assimdesgraçada, porque me parece que os desgraçados são os que mais precisam de amor e de conforto.",Negativo,0,0,1,"""[...] assimdesgraçada [...]"""
824,"Vou ver se posso esquecer-te, dormindo.",Neutro,0,0,0,0
825,"Como isto é triste, meu querido!",Negativo,0,0,1,"""Como isto é triste [...]"""
826,Adeus.,Neutro,0,0,0,0
827,CAPÍTULO VIII RICARDO,SENTIMENTO GLOBAL,SENTIMENTO POSITIVO,TERMOS/EXPRESSÕES  POSITIVOS,SENTIMENTO NEGATIVO,TERMOS/EXPRESSÕES  NEGATIVOS
828,"Mariana, a filha de João da Cruz, quando viu o seu pai a tapar a ferida do braço de Simão, perdeu os sentidos.",Negativo,0,,1,"""ferida""; ""perder"""
829,"O ferrador riu estrondosamente da fraqueza da rapariga, e o académico achou estranha tal sensibilidade numa mulher acostumada a curar as feridas com que o seu pai era laureado em todas as feiras e romarias. — Não há ainda um ano que me fizeram três buracos na cabeça, quando eu fui à Senhora dos Remédios, a Lamego, e foi ela que me tosquiou e rapou a cabeça à navalha — disse o ferrador. — Pelo que vejo, o sangue do fidalgo deu voltas ao estômago da rapariga!",Negativo,1,"""riu""; ""laureado""; """"",1,"""fraqueza""; ""sensibilidade""; feridas""; ""sangue"""
830,Estamos então bem aviados!,Neutro,0,,0,
831,"Eu tenho cá a minha vida, e queria que ela fosse a enfermeira do meu doente.",Neutro,0,,0,
832,"És, ou não és, rapariga? — disse ele à filha, quando ela abriu os olhos, com uma cara envergonhada pela sua fraqueza. — Serei com muito gosto, se o pai quiser. — Pois, então, rapariga, em vez de ires costurar para a varanda, vem aqui para a beira do senhor Simão.",Negativo,0,,1,"""envergonhada""; ""fraqueza"""
833,"Dá-lhe caldos e trata-lhe da ferida; vinagre e mais vinagre, enquanto ela estiver assim a modo de roxa.",Negativo,1,"""tratar""",1,"""ferida"""
834,"Conversa com ele, não o deixes estar a malucar, nem a escrever muito, que não é bom quando se está fraco do miolo.",Negativo,0,,1,"""malucar""; ""fraco"""
835,"E vossa senhoria não tenha cerimónia, nem me diga à Mariana — a menina isto, a menina aquilo.",Neutro,0,,0,
836,"É: rapariga, dá cá um caldo; rapariga, lava-me o braço, dá cá as compressas — e nada de mariquices.",Negativo,0,,1,"""mariquices"""
837,"Ela está aqui como sua criada, porque eu já lhe disse que se não fosse o pai de vossa senhoria já ela há muito tempo que andaria por aí às esmolas, ou pior ainda.",Negativo,0,,1,"""criada""; ""esmolas"""
838,"É verdade que eu podia deixar-lhe uns benzinhos, ganhos ali a suar na bigorna há dez anos, para além de uns quatrocentos mil réis que herdei da minha mãe, que Deus a haja; mas vossa senhoria bem sabe que, se eu fosse para à forca, vinha a justiça, e tomava conta de tudo. — Se vossemecê tens bens — atalhou Simão — pode, querendo, casar a sua filha numa boa casa de lavoira. — Tomara que ela o quisesse.",Negativo,1,"""benzinhos""; ""justiça""; ""bens""; ""boa casa""",1,"""forca"""
839,"Maridos não lhe faltam; até o alferes da casa da Igreja a queria, se eu lhe fizesse doação de tudo, que pouco é, mas ainda vale quatro mil cruzados bons; o caso é que a rapariga não tem querido casar, e eu, a falar verdade, sou só eu e mais ela, e também não tenho grande vontade de ficar sem esta companhia, para quem trabalho como um mouro.",Neutro,1,"""doação""",0,
840,"Se não fosse ela, fidalgo, muita asneira tinha eu feito!",Positivo,0,,1,"""asneira"""
841,"Quando vou às feiras ou às romarias, se a levo comigo, não bato, nem apanho; indo sozinho, é desordem certa.",Neutro,0,,1,"""bato""; ""apanho""; ""desordem"""
842,"A rapariga já conhece quando a pinga me sobe ao capacete do alambique; puxa-me pela jaqueta, e por bons modos põe-me fora do arraial.",Neutro,1,"""bons modos""",0,
843,"Se alguém me chama para beber mais um bocadinho, ela não me deixa ir, e eu acho graça à obediência com que me deixo guiar pela rapariga, que me pede que não vá por alma da mãe.",Positivo,1,"""obdiência""",0,
844,"Se ela me pede por alma da minha santa mulher, já não sei de que freguesia sou.",Neutro,0,,0,
845,Mariana ouvia o pai escondendo meio rosto no seu alvíssimo avental de linho.,Neutro,1,"""alvíssimo""",0,
846,"Simão alegrava-se pela simpleza daquele quadro rústico, mas sublime de naturalidade.",Positivo,1,"""alegrava-se""; ""sublime""",1,"""simpleza"""
847,"João da Cruz foi chamado para ferrar um cavalo, e despediu-se nestes termos: — Tenho dito, rapariga; aqui te entrego o nosso doente; trata-o como quem é, e como se fosse teu irmão ou teu marido.",Neutro,0,,1,"""doente"""
848,"O rosto de Mariana corou-se quando aquela última palavra saiu, natural como todas, da boca do seu pai.",Neutro,0,,0,
849,"A rapariga ficou encostada ao batente da alcova de Simão. — Não foi nada boa esta praga que lhe caiu em casa, Mariana! — disse o académico. — Fazerem-na enfermeira de um doente, e privarem-na talvez de ir costurar á sua varanda, e conversar com as pessoas que passam. — E que me importa isso? — respondeu ela, sacudindo o avental, e pondo-o ao lugar da cintura com graça pueril. — Sente-se, Mariana; o seu pai disse-lhe que se sentasse.",Negativo,,,1,"""praga""; ""privarem-na""; ""doente"""
850,"Vá buscar a sua costura, e dê-me dali uma folha de papel e um lápis que está na carteira. — Mas o pai também me disse que o não deixasse escrever. — respondeu ela, sorrindo. — Pouco, não faz mal.",Neutro,0,,0,
851,"Eu escrevo apenas algumas linhas. — Veja lá o que faz. — disse ela dando-lhe o papel e o lápis — Olhe se alguma carta se perde, e se descobrem tudo. — Tudo o quê, Mariana?",Neutro,0,,0,
852,Pois sabe de alguma coisa!? — Era preciso que eu fosse muito tola se não soubesse.,Negativa,0,,1,"""tola"""
853,Eu não lhe disse já que sabia da sua relação como uma menina fidalga da cidade? — Disse.,,,,,
854,Mas que tem isso? — Aconteceu o que eu receava.,,,,,
855,"Vossa senhoria está aí ferido, e toda a gente fala sobre uns homens que apareceram mortos. — Que tenho eu com os homens que apareceram mortos? — Porque que está a fingir?",,,,,
856,Eu sei que esses homens eram criados do primo da tal senhora.,,,,,
857,"Parece que vossa senhoria desconfia de mim, e está a querer guardar um segredo que tomara eu que ninguém soubesse, para que o meu pai e o senhor Simão não tenham desgraças maiores. — Tem razão, Mariana, eu não devia esconder de si o mau encontro que tivemos. — E Deus queira que seja o último!",,,,,
858,Tanto tenho pedido ao Senhor dos Passos que lhe dê remédio a essa paixão!,,,,,
859,"O pior futuro, pressinto eu, ainda está por passar. — Não, menina, isto acaba assim: eu vou para Coimbra, assim que esteja bom, e a menina da cidade fica na sua casa. — Se assim for, já prometi dois arráteis de velas ao Senhor dos Passos; mas não me diz o coração que vossa senhoria faça o que diz. — Muito agradecido lhe estou pelo bem que me deseja — disse Simão comovido. — Não sei o que lhe fiz para lhe merecer a sua amizade. — Basta ver o que o seu paizinho fez pelo meu — disse ela, limpando as lágrimas. — O que seria de mim se ele me faltasse, e se fosse para à forca como toda a gente dizia!",,,,,
860,Eu era ainda muito nova quando ele foi parar à prisão.,,,,,
861,"Teria treze anos; mas estava resolvida a atirar-me ao poço, se ele fosse condenado à morte.",,,,,
862,"Se o degredassem, então ia com ele, ia morrer onde ele fosse morrer.",,,,,
863,Não há dia nenhum que eu não peça a Deus que dê ao pai tantos prazeres como quantas estrelas há no céu.,,,,,
864,"Fui de propósito à cidade beijar os pés à sua mãezinha, e vi as suas irmãs, e uma, que era a mais nova, deu-me uma saia de lapim, que eu ainda ali tenho guardada como uma relíquia.",,,,,
865,"Depois, cada vez que ia à feira, dava uma grande volta para ver se voltava a encontrar a senhora D Ritinha à janela; e muitas vezes vi o senhor Simão.",,,,,
866,"E talvez não saiba que eu estava a beber na fonte, quando a vossa senhoria, há dois ou à três anos, deu muita pancada nos criados, que era mesmo um rebuliço que parecia o fim do mundo.",,,,,
867,"Eu vim contar ao pai, e ele até caiu ao chão a rir como um doido.",,,,,
868,"Depois nunca mais o vi senão quando vossa senhoria entrou com o tio de Coimbra; mas já sabia que vinha para esta desgraça, porque tinha tido um sonho, em que via muito sangue, e eu estava a chorar, porque via uma pessoa muito minha amiga a cair numa cova muito funda. — Isso são sonhos, Mariana! — São sonhos, são; mas eu nunca sonhei nada que não acontecesse.",,,,,
869,"Quando o meu pai matou o almocreve, sonhei que o via a dar um tiro noutro homem; antes da minha mãe morrer, acordei eu a chorar por ela, e ela só viveu mais dois meses.",,,,,
870,"A gente da cidade ri-se dos sonhos, mas Deus sabe o que isto é.",,,,,
871,Aí vem o meu pai.,,,,,
872,Senhor dos Passos!,,,,,
873,Não vá ser uma má nova!,,,,,
874,João da Cruz entrou com uma carta que recebeu da pobre mendiga do costume.,,,,,
875,"Enquanto Simão leu a carta escrita do convento, Mariana fitou os seus grandes olhos azuis no rosto do académico, e a cada contração do rosto dele, angustiava-se-lhe a ela o coração.",,,,,
876,"Não teve mão da sua ânsia, e perguntou: — É notícia má? — És muito atrevida, rapariga! — disse João da Cruz. — Não é, não — atalhou o estudante. — Não é má a notícia, Mariana.",,,,,
877,"Senhor João, deixe-me ter na sua filha uma amiga, que os desgraçados é que sabem avaliar os amigos. — Isso é verdade; mas eu não me atrevia a perguntar o que a carta diz. — Nem eu perguntei, meu pai; foi porque me pareceu que o Sr.",,,,,
878,"Simão estava aflito quando lia. — E não se enganou — disse o doente, voltando-se para o ferrador. — O pai arrastou Teresa para o convento. — É mesmo um patife! — disse o ferrador, fazendo com os braços instintivamente um movimento de quem aperta entre as mãos a um pescoço.",,,,,
879,"Neste lance, um observador perspicaz veria luzir nos olhos de Mariana um clarão de inocente alegria.",,,,,
880,"Simão sentou-se, e escreveu sobre uma cadeira, que Mariana espontaneamente lhe chegou, dizendo: — Enquanto escreve, vou olhar pelo caldinho, que está a ferver.",,,,,
881,É necessário tirar-te daí — dizia a carta de Simão. – Esse convento há de ter um modo de evasão.,,,,,
882,Procura-o e diz-me a noite e a hora em que te devo esperar.,,,,,
883,"Se não puderes fugir, essas portas hão de abrir-se diante da minha cólera.",,,,,
884,"Se daí te mandarem para outro convento mais longe, avisa-me, que eu irei, sozinho ou acompanhado, roubar-te no caminho.",,,,,
885,É indispensável que te refaças de ânimo para não te assustarem os arrojos da minha paixão.,,,,,
886,És a minha!,,,,,
887,"E não sei de que me serve a vida, se não me sacrificar a salvar-te.",,,,,
888,"Creio em ti, Teresa, creio.",,,,,
889,Ser-me-ás fiel na vida e na morte.,,,,,
890,Não sofras com paciência; luta com heroísmo.,,,,,
891,"A submissão é uma ignomínia, quando o poder paternal é uma afronta.",,,,,
892,Escreve-me a toda a hora que possas.,,,,,
893,Eu estou quase bom.,,,,,
894,"Diz-me uma palavra, chama-me e eu sentirei que a perda do sangue não diminui as forças do coração.",,,,,
895,"Simão pediu a sua carteira, tirou dinheiro em prata, deu-o ao ferrador, e recomendou-lhe que o entregasse à pobre mendiga com a carta.",,,,,
896,"Depois ficou relendo a de Teresa, recordando-se da resposta que dera.",,,,,
897,"Mestre João foi à cozinha e disse a Mariana: — Desconfio de uma coisa, rapariga. — O que é, meu pai? — O nosso doente está sem dinheiro. — Porquê?",,,,,
898,"O pai como sabe isso? — É que ele pediu-me a carteira para tirar dinheiro, e ela pesava tanto como uma bexiga de porco cheia de vento.",,,,,
899,Isto roí-me cá por dentro!,,,,,
900,"Queria oferecer-lhe dinheiro, e não sei como o hei de fazer. — Eu pensarei nisso, meu pai — disse Mariana, refletindo. — Pois sim; cogita lá tu, que tens melhores ideias que eu. — E se o pai não quiser gastar os seus quatrocentos, eu tenho aquele dinheiro dos meus bezerros; são onze moedas de ouro menos um quarto. — Pois sim, falaremos: pensa tu no modo de ele aceitar sem remorsos.",,,,,
901,"Remorsos, na linguagem pouco castigada do mestre João, era sinónimo de escrúpulos ou repugnância.",,,,,
902,"Foi Mariana levar o caldo a Simão, que lho rejeitou como distraído em profundo cismar. — Pois não toma o caldo? — disse ela com tristeza. — Não posso, não tenho vontade, menina; tomarei mais tarde.",,,,,
903,"Deixe-me sozinho por agora; vá, vá; não passe o seu tempo ao pé de um doente aborrecido. — Não me quer aqui?",,,,,
